@relation RetuersData_Test

@attribute text string
@attribute class {earn,acq}

@data'AB Astra ASTS.ST said it was proposing a two-for-one share split and the issue in June of a new series of foreign-targeted shares with lower voting rights as part of a strategy to internationalise the company.     The deal, which requires Swedish government approval, will raise the percentage of foreign voting rights allowed in the medical group to 22.5 pct from 20 pct, Astra said.     An extraordinary meeting of Astra\'s board proposed the creation of B free shares open to foreign buyers with one tenth of a voting right per share. At present, Astra stock consists of one series of restricted shares and one of free shares.  \n',earn
'Morgan Crucible Co Plc MGCR.L said the prospects for 1987 were encouraging, with orders and sales significantly up on last year in all divisions.     It said there were good opportunities for growth in both existing and recently acquired businesses as well as for growth by acquisition in related areas.     It earlier announced a 6.1 mln stg rise in pre-tax profit to 24.8 mln stg for the year to December 28. Turnover rose to 242.1 mln from 211.5 mln.     Most of its companies performed well despite a slowdown in the U.S., U.K. And Australian economies in the first half.     Currency fluctuations reduced pretax profit by around one mln stg, it noted.     Morgan said although profits in the electronics sector improved to 1.0 mln stg from 100,000 stg previously, results were nonetheless disappointing.     Sales were lower than expected, due mainly to delayed defence orders and cancellations. However, it said it had taken the necessary remedial action, obtained new business and was now proceeding with the delivery of major delayed orders.     Morgan shares firmed two pence to 318p at 0905 GMT from 316p at Friday\'s close.  \n',earn
'National Westminster Bank USA said higher loans and core deposit volumes as well as a substantial increase in net interest income contributed to a 16 pct rise in first-quarter earnings to 17.7 mln dlrs from 15.3 mln reported a year earlier.     The earnings gain came despite a 1.5 mln dlr reduction of income as a result of placing Brazilian loans on non-accrual.     Net interest income totalled 92.5 mln dlrs compared with 91.7 mln dlrs in the same 1986 period as loans, mostly to middle market businesses, increased by 896 mln dlrs. But some of these gains were offset by low levels of interest rates.     Provision for loan losses rose to 13.8 mln dlrs from 13.0 mln a year earlier. At March 31, the allowance for loan losses was 114.2 mln dlrs versus 94.8 mln at end of March 1986.     Non-accrual loans rose to 286 mln dlrs from 132 mln at the end of the first quarter of 1986, largely because 119 mln dlrs of loans to Brazil were put on non-accrual status.     The bank said that if these loans remain on non-accrual for the remainder of the year net income for 1987 would be reduced by about 4.9 mln dlrs.     National Westminster Bank USA is a wholly-owned subsidiary of National Westminster Bank PLC.   \n',earn
'Year 1986     Net profit 635.5 mln guilders vs 603.4 mln.     Revenues 17.35 billion guilders vs 17.27 billion.     Net profit per nominal 2.50 guilder share 5.79 guilders vs 5.67, corrected for capital increase. (1985 uncorrected figure 5.73).     Dividend 2.50 guilders vs 2.38, corrected. (2.40 uncorrected.)     Note - Full name is Nationale Nederlanden NV NTNN.AS \n',earn
'The Netherlands\' largest insurer Nationale Nederlanden NV NTTN.AS (NatNed) said it expected at least unchanged results in 1987 after reporting 1986 net profits up 5.3 pct to 635.5 mln guilders from 603.4 mln in 1985,     Revenues increased by 0.5 pct to 17.35 billion guilders after 17.27 billion the previous year, and the dividend was raised to 2.50 guilders per share from 2.38 guilders in 1985, corrected on a capital increase.     The company said guilder revenue and profit were pressured by falls in exchange rates, particularly in the US and Australian dollar and sterling.     Without these currency fluctuations, net profit would have been 30.7 mln guilders higher and revenue 1.97 billion higher, NatNed said.     The international share in turnover was 50 pct in 1986 compared with 52 pct in 1985.     The company\'s life insurance result fell to 365.7 mln guilders after 428.4 mln in 1985 due to currency influences, tighter interest margins and increased investment.     Claim payouts fell to 9.9 mln guilders after 66.6 mln the previous year.     The company\'s total assets reached 69.87 billion guilders in 1986 against 67 billion the year before.     Assets per share equalled 65.68 guilders against 65.53.     Without these currency fluctuations, net profit would have been 30.7 mln guilders higher and revenue 1.97 billion higher, NatNed said.     The international share in turnover was 50 pct in 1986 compared with 52 pct in 1985.     The company\'s life insurance result fell to 365.7 mln guilders aft  INTERRUPTED \n',earn
'The Philippine Long Distance Telephone Co PLDT.MN is planning a two-for-one stock split and a 20 pct stock dividend later this year to reduce excess market buoyancy, Vice-President Sennen Lazo tolds.     Lazo said the stock split would reduce the par value of the company\'s common stock from 10 to five pesos.     He said the stock split would apply to holders of about 18 mln common shares of stock on the record date of September 15 1987. \"The exercise should make our stock more marketable,\" Lazo said. \"Now it is beyond the reach of many small investors.\"     PLDT common stock surged from a low of 37 pesos in February 1986 to 367.50 at close of trading yesterday on the Manila Stock Exchange.     Lazo said the 20 pct stock dividend, payable on October 15, would also apply to stockholders on record as of September 15.     PLDT reported 1986 net income of 1.89 billion pesos, up 68 pct from 778.9 mln pesos in 1985, on operating revenues of six billion pesos, up from 4.7 billion pesos in 1985.     At end December 1986 the company had 417,100 stockholders.     A PLDT spokesman said the company\'s profits are likely to be substantial since the government raised its franchise tax to three pct from two and to impose a 35 pct corporate income tax from which it was previously exempt.     The government has not so far ordered the implementation of the tax decision.     PLDT is the largest of 58 telephone companies in the Philippines. On December 31 1986 the company had 856,014 telephones in operation, representing 94 pct of all instruments in the country.     In Manila item \"Philippine Telephone firm plans stock split\" please read in page 3, first para, \"the company\'s profits are likely to be substantially cut\" (inserting dropped word). This replaces  \"the company\'s profits are likely to be substantial\" \n',earn
'Exchanges and telecommunications authorities should abolish their restrictions on full and free dissemination of information to the investment and banking communities,s Holdings Plc RTRS.L chairman Sir Christopher Hogg said.     In the 1986 annual repoprt, he said lengthy negotiations had brought agreement with the Tokyo and London Stock Exchanges for fuller, but still not complete, access to market data through services.     \"Many other markets maintain restrictions,\" he added.     Hogg said members of some markets appear to believe that information restrictions protected their interests.     In other cases, exchanges seem to be limiting the distribution of data in order to provide competitive advantage to their own commercial information businesses.     He also noted that despite increasing liberalisation in the telecommunications field, some countries continue to protect their state monopolies at the expense of other economic sectors.     \"Reuter dealing services remain excluded from such countries. As a result, banking communities serving entire economies are put at a competitive disadvantage,\" he added.    s increased its 1986 pre-tax profit by 39 pct from the previous year to 130.1 mln stg on a 43 pct rise in revenues to 620.9 mln stg.     Earnings per ordinary share were up 47 pct to 19.4p. The annual shareholder meeting will be held in London on April 29.  \n',earn
'Year to December 31, 1986     SHR 78.91p vs 83.05p     DIV 16.5p making 23.5p vs 22p     PRETAX PROFIT 601.7 mln stg vs 614.4 mln     NET ATTRIBUTABLE PROFIT 245 mln stg vs 257 mln     TURNOVER 3.34 billion stg vs 3.09 billion     Note - Accounts have been restated     Full name of company is Rio Tinto-Zinc Corp Plc RTZL.L     Group operating profit 529.4 mln stg vs 470.7 mln     Operating costs 2.81 billion stg 2.63 billion     Share of profit less losses of related companies 104.4 mln stg vs 165.0 mln     Interest receivable/other income 41.5 mln stg vs 47.4 mln     Interest payable 73.6 mln stg vs 68.7 mln     Tax 274.8 mln stg vs 277.1 mln     Leaving 326.9 mln stg vs 337.3 mln     RTZ\' investment in Australian associate CRA has been equity accounted for 1986 and 1985 figures restated on the same basis after the reduction of RTZ\'s interest to 49 pct in October 1986.  \n',earn
'Shr basic 83 cts vs 1.05 dlrs     Shr diluted 80 cts vs 96 cts     Net 116,157,000 vs 125,146,000     Six mths     Shr basic 1.71 dlrs vs 2.27 dlrs     Shr diluted 1.63 dlrs vs 2.06 dlrs     Net 230,265,000 vs 265,535,000     Loans 67.93 billion vs 65.50 billion     Deposits 83.71 billion vs 84.25 billion     Assets 100.00 billion vs 97.50 billion     Avg shrs 116.4 mln vs 102.1 mln  \n',earn
'Rio Tinto-Zinc Corp Plc RTZL.L, RTZ, said the predicted rise in industrial production in the U.S. And Europe should boost its 1987 performance.     Consumption of some base metals and their dlr prices are showing signs of improvement, although iron ore markets have weakened. The oil price in U.S. Dlrs is above the 1986 average, and if sustained, should improve energy earnings.     The company was commenting in a statement on its 1986 results which, on a restated basis, showed net attributable profits lower at 245 mln stg after 257 mln the previous year. Pretax profits also dipped to 601.7 mln stg after 614.4 mln.     RTZ said the excellent performance of its expanding range of industrial businesses in 1986 was offset by the collapse in oil prices.     Industrial businesses contributed 202 mln stg to net profit, a 40 pct increase from 144 mln in 1985, and 60 pct of the total. Trading performance improved at wholly-owned subsidiaries RTZ Borax Ltd, RTZ Cement Ltd, RTZ Chemicals Ltd and RTZ Pillar Ltd. First time contributions from recent investment and acquisitions mainly in speciality chemicals and minerals also aided performance.     Metals activities contributed 83 mln stg to net profit.                  \n',earn
'Sony Corp SNE.T chairman Akio Morita said Sony\'s profits would be sharply down in 1987 as a result of the dollar\'s decline.     Sony Corp posted net consolidated income of 41.89 billion yen (290 million dollars) in 1986, 42.6 pct down on 1985\'s 73.02 billion yen (506 million dollars).     But Morita added that Japan would benefit from the strong yen by saving on its energy import bill and he expected profits to recover from 1988 onwards.     He was speaking to reporters at a sony factory opening here.  \n',earn
'Year to March 31, 1987     Share 106 rupees vs 130     Pre-tax profit 995.2 mln rupees vs 1.57 billion     Net profit 875.2 mln vs 1.07 billion     Sales 14.16 billion vs 12.85 billion     Dividend 25 pct vs same     Tax 120 mln vs 500 mln     Note - Full company name is Tata Iron and Steel Co Ltd TATA.BO. Dividend is payable to shareholders on Aug 12.  \n',earn
'Third quarter ended August 31     Group shr 34.92 yen vs 34.74     Group shr per ADS 69.84 vs 69.48     Net 4.20 billion vs 4.18 billion     Pretax 10.30 billion vs 9.73 billion     Sales 95.96 billion vs 92.59 billion     Company\'s full name is TDK Corp TDK.T  \n',earn
'Nine months ended August 31     Group shr 118.66 yen vs 100.89 yen     Group shr per ADS 237.32 vs 201.78     Net 14.28 billion vs 12.14 billion     Pretax 34.48 billion vs 29.45 billion     Sales 288.08 billion vs 278.50 billion     Company\'s full name is TDK Corp TDK.T.  \n',earn
'Texaco Inc TX said its decision to file for protection under Chapter 11 of the U.S. Bankruptcy code will not affect the majority of its businesses.     It said its subsidiaries, which account for 96 pct of its 32.6 billion dlrs in revenues and 79 pct of its net property, plant and equipment, were free of the action.     Only parent holding company, Texaco Inc, and operating subsidiaries, Texaco Capital Inc and Texaco Capital N.V, are affected, it said.     But the company said it was likely to suspend its 75 cents per share quarterly common stock dividend and halt repayments on debts of some 6.8 billion dlrs.     Texaco said it filed for Chaper 11 because suppliers were demanding cash payments and banks were withholding loans as a result of a legal dispute with Pennzoil Co PZL.     Texaco is fighting a Texas law requiring it to post a bond of more than 10 billion dlrs before it can appeal a 1985 judgment that ruled it illegally interfered with Pennzoil\'s 1984 acquisition of Getty Petroleum Corp GTY. The bond almost matches the damages awarded against Texaco.     Should Texaco fail to place the bond, Pennzoil could begin to attach its assets to secure the judgment.     Last Monday, the Supreme Court overturned a decision to cut Texaco\'s bond to one billion dlrs, and sent the issue back to the Texas courts.     Analysts said the bankruptcy filing effectively froze all Texaco\'s obligations while it continued to appeal the merits of the Pennzoil lawsuit.     \"Attempts last week to win a compromise on both the bond issue and the larger dispute failed,\" James Kinnear, Texaco\'s president and chief executive officer, told reporters.     Kinnear said Pennzoil\'s disclosure in court papers on Friday that it wanted to extend the bond issue hearing until the end of April, pushed Texaco further towards Chapter 11.     Pennzoil had asked Texaco to post a 5.6 billion dlr cash bond and to reduce its dividend to not more than 50 pct of earnings. Pennzoil also wanted assurances that Texaco would not sell any assets, Kinnear said.     Texaco offered to put up one billion dlrs in a letter of credit and agreed not to let the value of its assets fall under 11.1 billion dlrs, he added.     Joseph Jamail, a Houston attorney for Pennzoil, said the company had made its latest settlement offer to Texaco on Saturday and was taken by surprise when Texaco filed for bankruptcy.     He declined to reveal the amount of the proposal, citing a confidentiality agreement between the two companies. \"Texaco told us they would get back to us but instead they chose to go to bankruptcy court,\" Jamail said.     Attorneys for Pennzoil said they believed the company would prevail in court appeals, adding that Texaco\'s assets were ample ultimately to pay the Pennzoil judgment in full.  \n',earn
